customer_id	credit_score	country	gender	age	tenure	fund_balance	products_number	lst_entrust_direction	lst_entrust_type	estimated_salary	concentrated_month_avg_asset	margin_month_avg_asset	public_fund_month_avg_asset	from_lst_login_days	app_version	churn
15687946	556	France	Female	61	2	117419.35	1	BUY	正常委托	94153.83	1260000	540000	220000	33	5.2.1	0
15755196	834	France	Female	49	2	131394.56	1	SELL	撤单	194365.76	340000	120000	65000	42	5.2.1	1
15684171	660	Spain	Female	61	5	155931.11	1	BUY	正常委托	158338.39	1550000	640000	270000	43	5.2.0	0
15754849	776	Germany	Female	32	4	109421.13	2	SELL	减持	126517.46	740000	280000	140000	46	5.2.0	0
15602280	829	Germany	Female	27	9	112045.67	1	BUY	正常委托	119708.21	940000	380000	200000	44	5.1.9	1
15771573	637	Germany	Female	39	9	137843.8	1	SELL	正常委托	117622.8	440000	180000	100000	31	5.1.9	1
15766205	550	Germany	Male	38	2	103391.38	1	BUY	正常委托	90878.13	1140000	490000	240000	42	5.2.1	0
15771873	776	Germany	Female	37	2	103769.22	2	SELL	正常委托	194099.12	640000	230000	120000	50	5.2.1	0
15616550	698	Germany	Male	44	10	116363.37	2	BUY	等待成交	198059.16	510000	205000	102000	90	5.2.1	0
15768193	585	Germany	Male	36	5	146050.97	2	SELL	减持	86424.57	810000	305000	152000	100	5.2.1	0
15683553	788	France	Female	33	5	0	2	BUY	正常委托	116978.19	1210000	505000	202000	33	5.1.8	0
15702298	655	Germany	Male	41	8	125561.97	1	SELL	撤单	164040.94	305000	102000	51000	42	5.1.8	1
15569590	601	Germany	Male	42	1	98495.72	1	BUY	正常委托	40014.76	1510000	605000	252000	43	5.2.0	1
15760861	619	France	Male	43	1	125211.92	1	SELL	减持	113410.49	705000	252000	122000	46	5.2.0	0
15630053	656	France	Male	45	5	127864.4	1	BUY	正常委托	87107.57	905000	352000	182000	44	5.2.1	0
15647091	725	Germany	Male	19	0	75888.2	1	SELL	正常委托	45613.75	405000	152000	82000	31	5.2.1	0
15623944	511	Spain	Female	66	4	0	1	BUY	正常委托	1643.11	1510000	605000	252000	42	5.1.9	1
15804771	614	France	Male	51	4	40685.92	1	SELL	减持	46775.28	605000	202000	102000	50	5.1.9	0
15651280	742	Germany	Male	35	5	136857	1	BUY	正常委托	84509.57	525000	215000	107000	90	5.2.1	0
15773469	687	Germany	Female	27	9	152328.88	2	SELL	撤单	126494.82	825000	315000	157000	100	5.2.1	0
15702014	555	Spain	Male	33	1	56084.69	2	BUY	部分成交	178798.13	1220000	515000	207000	33	5.2.1	0
15751208	684	Spain	Male	56	8	78707.16	1	SELL	正常委托	99398.36	315000	107000	53000	33	5.2.1	0
15592461	603	Germany	Male	26	4	109166.37	1	BUY	重新买入	92840.67	1510000	615000	257000	33	5.2.0	0
15789484	751	Germany	Female	36	6	169831.46	2	SELL	减持	27758.36	715000	257000	127000	33	5.2.0	0
15696061	581	Germany	Female	34	1	101633.04	1	BUY	正常委托	110431.51	915000	357000	187000	33	5.1.9	0
15641582	735	Germany	Male	43	10	123180.01	2	SELL	减持	196673.28	415000	157000	87000	33	5.1.9	0
15638424	661	Germany	Female	35	5	150725.53	2	BUY	等待成交	113656.85	1120000	457000	227000	33	5.2.1	0
15755648	675	France	Female	21	8	98373.26	1	SELL	正常委托	18203	615000	215000	107000	33	5.2.1	0
15703793	738	Germany	Male	58	2	133745.44	4	BUY	正常委托	28373.86	1510000	605000	252000	42	5.2.1	1
15620344	813	France	Male	29	6	0	1	SELL	撤单	33953.87	615000	215000	107000	43	5.2.1	0
15812518	657	Spain	Female	37	0	163607.18	1	BUY	正常委托	44203.55	615000	215000	107000	46	5.1.8	0
15779052	604	Germany	Female	25	5	157780.84	2	SELL	减持	58426.81	615000	215000	107000	44	5.1.8	0
15770811	519	France	Male	36	9	0	2	BUY	部分成交	145562.4	615000	215000	107000	31	5.2.0	0
15780961	735	France	Female	21	1	178718.19	2	SELL	正常委托	22388	615000	215000	107000	42	5.2.0	0
15614049	664	France	Male	55	8	0	2	BUY	正常委托	139161.64	615000	215000	107000	50	5.2.1	0
15662085	678	France	Female	32	9	0	1	SELL	正常委托	148210.64	615000	215000	107000	90	5.2.1	0
15575185	757	Spain	Male	33	5	77253.22	1	BUY	正常委托	194239.63	615000	215000	107000	100	5.1.9	0
15803136	416	Germany	Female	41	10	122189.66	2	SELL	减持	98301.61	615000	215000	107000	33	5.1.9	0
15706021	665	France	Female	34	1	96645.54	2	BUY	等待成交	171413.66	615000	215000	107000	33	5.2.1	0
15663706	777	France	Female	32	2	0	1	SELL	正常委托	136458.19	1510000	605000	252000	42	5.2.1	1
15641732	543	France	Female	36	3	0	2	BUY	正常委托	26019.59	615000	215000	107000	43	5.2.1	0
15701164	506	France	Female	34	4	90307.62	1	SELL	撤单	159235.29	615000	215000	107000	46	5.2.1	0
15738751	493	France	Female	46	4	0	2	BUY	正常委托	1907.66	615000	215000	107000	44	5.2.0	0
15805254	652	Spain	Female	75	10	0	2	SELL	减持	114675.75	615000	215000	107000	31	5.2.0	0
15762418	750	Spain	Male	22	3	121681.82	1	BUY	部分成交	128643.35	1510000	605000	252000	42	5.1.9	1
15625759	729	France	Male	30	9	0	2	SELL	正常委托	151869.35	615000	215000	107000	50	5.1.9	0
15622897	646	France	Female	46	4	0	3	BUY	正常委托	93251.42	1510000	605000	252000	90	5.2.1	1
15767954	635	Germany	Female	28	3	81623.67	2	SELL	减持	156791.36	615000	215000	107000	100	5.2.1	0
15757535	647	Spain	Female	44	5	0	3	BUY	等待成交	174205.22	1510000	605000	252000	42	5.2.1	1
15731511	808	France	Male	45	7	118626.55	2	FILLED	正常委托	147132.46	615000	215000	107000	44	5.2.1	0
15809248	524	France	Female	36	10	0	2	FILLED	正常委托	109614.57	615000	215000	107000	33	5.1.8	0
15640635	769	France	Male	29	8	0	2	FILLED	正常委托	172290.61	615000	215000	107000	33	5.1.8	0
15676966	730	Spain	Male	42	4	0	2	FILLED	正常委托	85982.47	615000	215000	107000	33	5.2.0	0
15699461	515	Spain	Male	35	10	176273.95	1	FILLED	正常委托	121277.78	615000	215000	107000	33	5.2.0	0
15738721	773	Spain	Male	41	9	102827.44	1	FILLED	正常委托	64595.25	615000	215000	107000	33	5.2.1	0
15693683	814	Germany	Male	29	8	97086.4	2	SELL	正常委托	197276.13	615000	215000	107000	33	5.2.1	0
15604348	710	Spain	Male	22	8	0	2	BUY	等待成交	99645.04	615000	215000	107000	33	5.1.9	0
15633059	413	France	Male	34	9	0	2	SELL	减持	6534.18	615000	215000	107000	33	5.1.9	0
15808582	665	France	Female	40	6	0	1	BUY	正常委托	161848.03	615000	215000	107000	33	5.2.1	0
15743192	623	France	Female	44	6	0	2	SELL	减持	167162.43	615000	215000	107000	33	5.2.1	0
15580146	738	France	Male	31	9	82674.15	1	BUY	正常委托	41970.72	615000	215000	107000	33		0
15776605	528	Spain	Male	36	7	0	2	SELL	正常委托	60536.56	615000	215000	107000	33		0
15804919	670	Spain	Female	65	1	0	1	SELL	减持	177655.68	1510000	605000	252000	50	5.1.9	1
15613854	622	Spain	Female	46	4	107073.27	2	BUY	正常委托	30984.59	1510000	605000	252000	50	5.1.9	1
15599195	582	Germany	Male	32	1	88938.62	1	SELL	撤单	10054.53	615000	215000	107000	33		0
15812878	785	Germany	Female	36	2	99806.85	1	BUY	部分成交	36976.52	615000	215000	107000	33		0
15602312	605	Spain	Male	33	5	150092.8	1	SELL	正常委托	71862.79	615000	215000	107000	33		0
15744689	479	Germany	Male	35	9	92833.89	1	BUY	重新买入	99449.86	1510000	605000	252000	50	5.1.9	1
15803526	685	Germany	Male	30	3	90536.81	1	SELL	减持	63082.88	615000	215000	107000	33		0
15665790	538	Germany	Male	39	7	108055.1	2	BUY	正常委托	27231.26	615000	215000	107000	33		0
15715951	562	France	Male	42	2	100238.35	1	SELL	减持	86797.41	615000	215000	107000	33		0
15591100	675	Spain	Male	36	9	106190.55	1	BUY	等待成交	22994.32	615000	215000	107000	33		0
15609618	721	Germany	Male	28	9	154475.54	2	SELL	正常委托	101300.94	1510000	605000	252000	50	5.1.9	1
15675522	628	Germany	Female	30	9	132351.29	2	SELL	撤单	74169.13	615000	215000	107000	33		0
15705512	668	Germany	Female	37	6	167864.4	1	BUY	正常委托	115638.29	615000	215000	107000	33		0
15698028	506	France	Female	41	1	0	2	SELL	减持	31766.3	615000	215000	107000	33		0
15661670	524	Germany	Female	31	8	107818.63	1	BUY	部分成交	199725.39	1510000	605000	252000	50	5.1.9	1
15600781	699	Germany	Male	34	4	185173.81	2	SELL	正常委托	120834.48	615000	215000	107000	33		0
15682472	828	France	Male	34	8	129433.34	2	BUY	正常委托	38131.77	615000	215000	107000	33		0
15580203	674	Spain	Male	39	6	120193.42	1	SELL	正常委托	100130.95	615000	215000	107000	33		0
15690673	656	France	Female	39	6	0	2	BUY	正常委托	141069.88	615000	215000	107000	33		0
15760085	684	Germany	Female	48	10	126384.42	1	SELL	减持	198129.36	615000	215000	107000	33		0
15779659	625	France	Female	28	3	0	1	BUY	等待成交	183646.41	615000	215000	107000	33		0
15627360	432	France	Male	42	9	152603.45	1	BUY	正常委托	110265.24	1510000	605000	252000	50	5.1.9	1
15671137	549	France	Female	52	1	0	1	SELL	撤单	8636.05	1510000	605000	252000	50	5.1.9	1
15782688	625	Germany	Male	56	0	148507.24	1	BUY	正常委托	46824.08	1510000	605000	252000	50	5.1.9	1
15575492	828	France	Female	41	7	0	2	SELL	获利了结	171378.77	615000	215000	107000	33		0
15591607	770	France	Male	24	9	101827.07	1	BUY	长期持有	167256.35	615000	215000	107000	33		0
15740404	758	France	Female	34	3	0	2	SELL	撤单	124226.16	615000	215000	107000	33		0
15718369	795	Germany	Female	33	9	130862.43	1	SELL	止损	114935.21	615000	215000	107000	33		0
15677871	687	France	Male	38	9	122570.87	1	SELL	正常委托	35608.88	615000	215000	107000	33		0
15642004	686	France	Male	25	1	0	2	BUY	部分成交	16459.37	615000	215000	107000	33		0
15712543	789	Germany	Male	39	7	124828.46	2	BUY	正常委托	124411.08	615000	215000	107000	33		0
15584518	589	Germany	Female	50	5	144895.05	2	SELL	正常委托	34941.23	615000	215000	107000	33		0
15802381	461	Germany	Female	34	5	63663.93	1	BUY	等待成交	167784.28	615000	215000	107000	33		0
15610156	637	France	Male	40	2	133463.1	1	SELL	正常委托	93165.34	615000	215000	107000	33		0
15594408	584	Spain	Female	48	2	213146.2	1	BUY	正常委托	75161.25	1510000	605000	252000	50	5.1.9	1
15640905	579	Spain	Female	35	1	129490.36	2	SELL	撤单	8590.83	1510000	605000	252000	50	5.1.9	1
15698932	756	Germany	Male	44	10	137452.09	1	SELL	正常委托	189543.9	615000	215000	107000	33		0
15724944	663	France	Male	34	7	0	2	BUY	正常委托	180427.24	615000	215000	107000	33		0
15628145	682	France	Female	43	5	125851.93	1	SELL	正常委托	193318.33	615000	215000	107000	33		0
15713483	793	Spain	Male	52	2	0	1	BUY	正常委托	159123.82	1510000	605000	252000	50	5.1.9	1
15612350	691	France	Female	31	5	40915.55	1	SELL	减持	126213.84	1510000	605000	252000	50	5.1.9	1
15800703	485	Spain	Female	21	5	113157.22	1	SELL	正常委托	54141.5	615000	215000	107000	33		0
15705707	635	Spain	Female	29	8	138296.94	2	BUY	正常委托	141075.51	615000	215000	107000	33		0
15754105	650	France	Male	37	5	106967.18	1	SELL	正常委托	24495.03	615000	215000	107000	33		0
15703264	735	France	Male	44	9	120681.63	1	BUY	重新买入	74836.34	615000	215000	107000	33		0
15794413	416	France	Male	32	0	0	2	SELL	正常委托	878.87	615000	215000	107000	33		0
15650237	754	Spain	Female	32	7	0	2	BUY	正常委托	89520.75	615000	215000	107000	33		0
15759618	535	France	Female	48	9	0	1	SELL	正常委托	149892.79	1510000	605000	252000	50	5.1.9	1
15811589	716	Spain	Male	42	8	0	2	SELL	正常委托	180800.42	615000	215000	107000	33		0
15689044	539	France	Male	37	2	127609.59	1	BUY	正常委托	98646.22	615000	215000	107000	33		0
15709368	614	France	Female	43	6	0	2	SELL	正常委托	109041.53	615000	215000	107000	33		0
15679145	706	Spain	Male	57	7	0	1	BUY	正常委托	17941.16	1510000	605000	252000	50	5.1.9	1
15655007	758	France	Female	33	7	0	2	BUY	正常委托	82996.47	615000	215000	107000	33		0
15623595	586	Spain	Female	28	2	0	2	SELL	正常委托	92067.35	615000	215000	107000	33		0
15589975	646	France	Female	73	6	97259.25	1	BUY	正常委托	104719.66	615000	215000	107000	33		0
15804017	631	Germany	Female	33	4	123246.7	1	SELL	正常委托	112687.57	615000	215000	107000	33		0
15692132	717	Spain	Female	22	6	101060.25	1	BUY	正常委托	84699.56	615000	215000	107000	33		0
15641122	684	France	Male	30	2	0	2	BUY	正常委托	83473.82	615000	215000	107000	33		0
15630910	800	France	Female	49	7	108007.36	1	BUY	正常委托	47125.11	615000	215000	107000	33		0
15680772	721	Spain	Female	36	2	0	2	SELL	减持	106977.8	615000	215000	107000	33		0
15658929	683	Spain	Male	29	0	133702.89	1	BUY	正常委托	55582.54	1510000	605000	252000	50	5.1.9	1
15585388	660	Germany	Male	31	9	125189.75	2	SELL	正常委托	139874.43	615000	215000	107000	33		0
15724623	704	Germany	Female	24	7	113034.22	1	BUY	等待成交	162503.48	1510000	605000	252000	50	5.1.9	1
15588537	615	Spain	Female	41	9	109013.23	1	SELL	减持	196499.96	615000	215000	107000	33		0
15574692	667	Spain	Female	39	2	0	2	BUY	正常委托	40721.24	1510000	605000	252000	50	5.1.9	1
15611325	682	Germany	Male	24	9	57929.81	2	SELL	减持	53134.3	615000	215000	107000	33		0
15587562	484	France	Female	29	4	130114.39	1	BUY	正常委托	164017.89	615000	215000	107000	33		0
15613172	628	Germany	Male	27	5	95826.49	2	SELL	正常委托	155996.96	615000	215000	107000	33		0
15651022	480	Germany	Male	44	10	129608.57	1	SELL	减持	5472.7	1510000	605000	252000	50	5.1.9	1
15586310	578	France	Male	30	4	169462.09	1	BUY	正常委托	112187.11	615000	215000	107000	33		0
15625524	512	France	Male	40	5	0	2	SELL	撤单	146457.83	615000	215000	107000	33		0
15755209	484	Spain	Female	35	7	133868.21	1	BUY	部分成交	27286.1	615000	215000	107000	33		0
15645248	510	France	Female	30	0	0	2	SELL	正常委托	130553.47	615000	215000	107000	33		0
15790355	606	Germany	Male	36	5	190479.48	2	BUY	重新买入	179351.89	615000	215000	107000	33		0
15762615	597	Spain	Female	40	8	101993.12	1	SELL	减持	94774.12	615000	215000	107000	33		0
15625426	754	Germany	Female	55	3	161608.81	1	BUY	正常委托	8080.85	1510000	605000	252000	50	5.1.9	1
15716334	850	Spain	Female	45	2	122311.21	1	SELL	减持	19482.5	615000	215000	107000	33		0
15789669	510	France	Male	65	2	0	2	BUY	等待成交	48071.61	615000	215000	107000	33		0
15621075	778	Germany	Female	45	1	162150.42	2	SELL	正常委托	174531.27	615000	215000	107000	33		0
15810845	636	France	Male	42	2	0	2	SELL	撤单	55470.78	615000	215000	107000	33		0
15719377	804	France	Female	50	4	0	1	BUY	正常委托	8546.87	1510000	605000	252000	50	5.1.9	1
15654506	514	France	Male	32	8	0	2	SELL	减持	95857.18	615000	215000	107000	33		0
15771977	730	France	Female	39	1	99010.67	1	BUY	部分成交	194945.8	615000	215000	107000	33		0
15708710	525	Spain	Female	37	0	0	1	SELL	正常委托	131521.72	615000	215000	107000	33		0
15726676	616	Spain	Male	30	5	0	2	BUY	正常委托	196108.51	615000	215000	107000	33		0
15587421	687	Germany	Female	34	7	111388.18	2	SELL	正常委托	148564.76	615000	215000	107000	33		0
15726931	715	France	Female	41	8	56214.85	2	BUY	正常委托	92982.61	1510000	605000	252000	50	5.1.9	1
15771086	512	France	Female	36	3	84327.77	2	SELL	减持	17675.36	615000	215000	107000	33		0
15756850	479	France	Male	40	1	0	2	BUY	等待成交	114996.43	615000	215000	107000	33		0
15702741	601	France	Male	32	8	93012.89	1	BUY	正常委托	86957.42	615000	215000	107000	33		0
15679200	580	Spain	Male	29	9	61710.44	2	SELL	撤单	128077.8	615000	215000	107000	33		0
15594815	807	France	Male	35	3	174790.15	1	BUY	正常委托	600.36	615000	215000	107000	33		0
15635905	616	Spain	Female	32	6	0	2	SELL	减持	43001.46	615000	215000	107000	33		0
15777892	721	Germany	Male	37	3	107720.64	1	SELL	正常委托	158591.12	615000	215000	107000	33		0
15656176	501	France	Male	57	10	0	2	SELL	减持	47847.19	615000	215000	107000	33		0
15811127	521	France	Male	35	6	96423.84	1	FILLED	正常委托	10488.44	615000	215000	107000	33		0
15604482	850	Spain	Male	30	2	141040.01	1	FILLED	正常委托	5978.2	615000	215000	107000	33		0
15622911	759	France	Male	42	4	105420.18	1	FILLED	正常委托	121409.06	615000	215000	107000	33		0
15600974	516	Spain	Male	50	5	0	1	FILLED	正常委托	146145.93	1510000	605000	252000	50	5.1.9	1
15727868	711	France	Female	38	2	129022.06	2	FILLED	正常委托	14374.86	1510000	605000	252000	50	5.1.9	1
15627801	512	Spain	Male	33	3	176666.62	1	FILLED	正常委托	94670.77	615000	215000	107000	33		0
15773039	550	France	Male	37	3	0	1	SELL	正常委托	179670.31	615000	215000	107000	33		0
15755262	608	Spain	Female	41	3	89763.84	1	BUY	等待成交	199304.74	1510000	605000	252000	50	5.1.9	1
15679531	618	France	Male	34	5	134954.53	1	SELL	减持	151954.39	615000	215000	107000	33		0
15684181	643	France	Male	45	5	0	1	BUY	正常委托	142513.5	1510000	605000	252000	50	5.1.9	1
15612087	671	France	Male	45	2	106376.85	1	SELL	减持	158264.62	615000	215000	107000	33		0
15752047	689	Germany	Male	33	2	161814.64	2	BUY	正常委托	169381.9	615000	215000	107000	33		0
15624592	603	France	Male	31	8	0	2	SELL	正常委托	169915.02	615000	215000	107000	33		0
15573152	620	France	Female	41	9	0	2	SELL	撤单	88852.47	615000	215000	107000	33		0
15594917	676	France	Female	34	1	63095.01	1	BUY	部分成交	40645.81	615000	215000	107000	33		0
15785542	572	Germany	Male	26	4	118287.01	2	SELL	正常委托	60427.3	615000	215000	107000	33		0
15723488	668	Germany	Male	47	7	106854.21	1	SELL	减持	157959.02	1510000	605000	252000	50	5.1.9	1
15680920	695	France	Male	46	7	49512.55	1	BUY	正常委托	133007.34	615000	215000	107000	33		0
15786308	730	Spain	Female	33	9	0	2	SELL	减持	176576.62	615000	215000	107000	33		0
15659366	807	France	Male	43	1	105799.32	2	BUY	等待成交	34888.04	1510000	605000	252000	50	5.1.9	1
15774854	592	France	Male	54	8	0	1	SELL	撤单	28737.71	1510000	605000	252000	50	5.1.9	1
15725311	726	France	Female	31	9	114722.05	2	BUY	正常委托	98178.57	615000	215000	107000	33		0
15787155	514	Spain	Male	30	7	0	1	SELL	减持	125010.24	615000	215000	107000	33		0
15727829	567	France	Male	42	2	0	2	SELL	正常委托	167984.61	615000	215000	107000	33		0
15733247	850	France	Male	33	10	0	1	BUY	正常委托	4861.72	1510000	605000	252000	50	5.1.9	1
15568748	671	Germany	Male	45	6	99564.22	1	SELL	正常委托	108872.45	1510000	605000	252000	50	5.1.9	1
15699029	670	France	Male	37	4	170557.91	2	BUY	正常委托	198252.88	615000	215000	107000	33		0
15774393	694	France	Female	30	9	0	2	SELL	减持	26960.31	615000	215000	107000	33		0
15676895	547	Germany	Female	39	6	74596.15	3	BUY	等待成交	85746.52	1510000	605000	252000	50	5.1.9	1
15605461	594	Germany	Female	29	3	130830.22	1	SELL	获利了结	61048.53	615000	215000	107000	33		0
15808473	673	France	Male	72	1	0	2	BUY	长期持有	111981.19	615000	215000	107000	33		0
15627000	610	France	Male	40	0	0	2	SELL	撤单	62232.6	615000	215000	107000	33		0
15787174	512	France	Female	37	1	0	2	SELL	止损	156105.03	615000	215000	107000	33		0
15723886	767	Germany	Male	20	3	119714.25	2	SELL	正常委托	150135.38	615000	215000	107000	33		0
15704769	585	France	Female	67	5	113978.97	2	BUY	部分成交	93146.11	615000	215000	107000	33		0
15772896	763	Germany	Male	42	6	100160.75	1	BUY	正常委托	33462.94	1510000	605000	252000	50	5.1.9	1
15711540	712	France	Female	29	2	0	1	SELL	正常委托	144375	615000	215000	107000	33		0
15764866	539	Germany	Female	43	3	116220.5	3	BUY	等待成交	55803.96	1510000	605000	252000	50	5.1.9	1
15794056	668	France	Female	46	2	0	3	SELL	正常委托	89048.46	1510000	605000	252000	50	5.1.9	1
15795149	703	France	Male	28	2	81173.83	2	BUY	正常委托	162812.16	615000	215000	107000	33		0
15812009	662	Spain	Male	38	4	0	2	SELL	撤单	136259.65	615000	215000	107000	33		0
15651001	725	Germany	Female	39	5	116803.8	1	SELL	正常委托	124052.97	615000	215000	107000	33		0
15813844	703	France	Male	37	8	105961.68	2	BUY	正常委托	74158.8	615000	215000	107000	33		0
15596175	659	Germany	Male	67	6	117411.6	1	SELL	正常委托	45071.09	1510000	605000	252000	50	5.1.9	1
15576269	523	Spain	Male	34	7	0	2	BUY	正常委托	62030.06	615000	215000	107000	33		0
15797219	635	France	Female	40	10	123497.58	1	SELL	减持	131953.23	1510000	605000	252000	50	5.1.9	1
15685500	772	Germany	Male	26	7	152400.51	2	SELL	正常委托	79414	615000	215000	107000	33		0
15599792	545	France	Female	26	1	0	2	BUY	正常委托	199638.56	615000	215000	107000	33		0
15657566	634	Germany	Male	24	8	103097.85	1	SELL	正常委托	157577.29	615000	215000	107000	33		0
15772423	739	Germany	Male	54	8	126418.14	1	BUY	重新买入	134420.75	1510000	605000	252000	50	5.1.9	1
15628112	771	Germany	Female	36	5	77846.9	1	SELL	正常委托	99805.99	615000	215000	107000	33		0
15753754	587	Spain	Female	34	1	0	2	BUY	正常委托	97932.68	615000	215000	107000	33		0
15793726	681	France	Female	79	0	0	2	SELL	正常委托	170968.99	615000	215000	107000	33		0
15694717	544	Germany	Male	37	2	79731.91	1	SELL	正常委托	57558.95	615000	215000	107000	33		0
15665834	696	Spain	Male	28	8	0	1	BUY	正常委托	176713.47	615000	215000	107000	33		0
15765297	766	Spain	Male	41	0	0	2	SELL	正常委托	34283.23	615000	215000	107000	33		0
15636684	727	France	Male	34	10	0	2	BUY	正常委托	198637.34	615000	215000	107000	33		0
15592979	671	Germany	Female	34	6	37266.67	2	BUY	正常委托	156917.12	615000	215000	107000	33		0
15750803	693	France	Female	30	6	127992.25	1	SELL	正常委托	50457.2	615000	215000	107000	33		0
15607178	850	Germany	Male	38	3	54901.01	1	BUY	正常委托	140075.55	615000	215000	107000	33		0
15713853	732	Germany	Male	42	9	108748.08	2	SELL	正常委托	65323.11	615000	215000	107000	33		0
15673481	726	Spain	Female	48	6	99906.19	1	BUY	正常委托	64323.24	615000	215000	107000	33		0
15686776	557	France	Female	32	6	184686.41	2	BUY	正常委托	14956.44	615000	215000	107000	33		0
15673693	682	France	Female	26	0	110654.02	1	BUY	正常委托	111879.21	615000	215000	107000	33		0
15700696	738	Spain	Male	31	9	79019.8	1	SELL	减持	18606.23	615000	215000	107000	33		0
15813163	531	Spain	Female	36	9	99240.51	1	BUY	正常委托	123137.01	615000	215000	107000	33		0
